date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:03:30	37591/37591	---M--	200	added ('OK')	image/jpeg	etag:%225e384019-92d7%22	http://megaone.themesindustry.com/personal/img/port-1.jpg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/port-1.jpg	(from http://megaone.themesindustry.com/index-personal.html)
17:03:37	39883/39883	---M--	200	added ('OK')	image/jpeg	etag:%225e384019-9bcb%22	http://megaone.themesindustry.com/personal/img/port-3.jpg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/port-3.jpg	(from http://megaone.themesindustry.com/index-personal.html)
17:03:39	87225/87225	---M--	200	added ('OK')	image/jpeg	etag:%225e384019-154b9%22	http://megaone.themesindustry.com/personal/img/port-2.jpg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/port-2.jpg	(from http://megaone.themesindustry.com/index-personal.html)
17:03:44	30465/30465	---M--	200	added ('OK')	image/jpeg	etag:%225e384019-7701%22	http://megaone.themesindustry.com/personal/img/port-4.jpg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/port-4.jpg	(from http://megaone.themesindustry.com/index-personal.html)
17:03:44	32724/32724	---M--	200	added ('OK')	image/jpeg	etag:%225e384019-7fd4%22	http://megaone.themesindustry.com/personal/img/port-5.jpg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/port-5.jpg	(from http://megaone.themesindustry.com/index-personal.html)
17:03:48	153659/153659	---M--	200	added ('OK')	image/jpeg	etag:%225e384019-2583b%22	http://megaone.themesindustry.com/personal/img/service-image.jpg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/service-image.jpg	(from http://megaone.themesindustry.com/index-personal.html)
17:03:51	37056/37056	---M--	200	added ('OK')	image/png	etag:%225e384019-90c0%22	http://megaone.themesindustry.com/personal/img/avatar-2.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/avatar-2.png	(from http://megaone.themesindustry.com/index-personal.html)
17:03:51	39821/39821	---M--	200	added ('OK')	image/png	etag:%225e384019-9b8d%22	http://megaone.themesindustry.com/personal/img/avatar-1.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/avatar-1.png	(from http://megaone.themesindustry.com/index-personal.html)
17:03:52	4264/4264	---M--	200	added ('OK')	image/png	etag:%225e384019-10a8%22	http://megaone.themesindustry.com/personal/img/client-1.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/client-1.png	(from http://megaone.themesindustry.com/index-personal.html)
17:03:53	4264/4264	---M--	200	added ('OK')	image/png	etag:%225e384019-10a8%22	http://megaone.themesindustry.com/personal/img/client-2.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/client-2.png	(from http://megaone.themesindustry.com/index-personal.html)
17:03:53	4264/4264	---M--	200	added ('OK')	image/png	etag:%225e384019-10a8%22	http://megaone.themesindustry.com/personal/img/client-3.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/client-3.png	(from http://megaone.themesindustry.com/index-personal.html)
17:03:53	4264/4264	---M--	200	added ('OK')	image/png	etag:%225e384019-10a8%22	http://megaone.themesindustry.com/personal/img/client-4.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/client-4.png	(from http://megaone.themesindustry.com/index-personal.html)
17:03:55	4343/4343	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-10f7%22	http://megaone.themesindustry.com/vendor/js/jquery.appear.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/jquery.appear.js	(from http://megaone.themesindustry.com/index-personal.html)
17:03:55	44375/44375	---M--	200	added ('OK')	image/png	etag:%225e384019-ad57%22	http://megaone.themesindustry.com/personal/img/avatar-3.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/avatar-3.png	(from http://megaone.themesindustry.com/index-personal.html)
17:03:58	44348/44348	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-ad3c%22	http://megaone.themesindustry.com/vendor/js/owl.carousel.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/owl.carousel.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:00	56775/56775	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-ddc7%22	http://megaone.themesindustry.com/vendor/js/jquery.fancybox.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/jquery.fancybox.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:02	146227/146227	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-23b33%22	http://megaone.themesindustry.com/vendor/js/bundle.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/bundle.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:05	81250/81250	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-13d62%22	http://megaone.themesindustry.com/vendor/js/jquery.cubeportfolio.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/jquery.cubeportfolio.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:06	116244/116244	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-1c614%22	http://megaone.themesindustry.com/vendor/js/TweenMax.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/TweenMax.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:08	8329/8329	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-2089%22	http://megaone.themesindustry.com/vendor/js/extensions/revolution.extension.actions.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/extensions/revolution.extension.actions.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:09	7607/7607	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-1db7%22	http://megaone.themesindustry.com/vendor/js/extensions/revolution.extension.carousel.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/extensions/revolution.extension.carousel.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:09	110564/110564	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-1afe4%22	http://megaone.themesindustry.com/vendor/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/jquery.themepunch.tools.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:09	64949/64949	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-fdb5%22	http://megaone.themesindustry.com/vendor/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/jquery.themepunch.revolution.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:10	3754/3754	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-eaa%22	http://megaone.themesindustry.com/vendor/js/extensions/revolution.extension.kenburn.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/extensions/revolution.extension.kenburn.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:11	26103/26103	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-65f7%22	http://megaone.themesindustry.com/vendor/js/extensions/revolution.extension.migration.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/extensions/revolution.extension.migration.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:12	55809/55809	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-da01%22	http://megaone.themesindustry.com/vendor/js/extensions/revolution.extension.layeranimation.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/extensions/revolution.extension.layeranimation.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:13	10931/10931	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-2ab3%22	http://megaone.themesindustry.com/vendor/js/extensions/revolution.extension.parallax.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/extensions/revolution.extension.parallax.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:13	26103/26103	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-65f7%22	http://megaone.themesindustry.com/vendor/js/extensions/revolution.extension.navigation.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/extensions/revolution.extension.navigation.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:14	29070/29070	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-718e%22	http://megaone.themesindustry.com/vendor/js/extensions/revolution.extension.slideanims.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/extensions/revolution.extension.slideanims.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:14	26079/26079	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e38402f-65df%22	http://megaone.themesindustry.com/vendor/js/extensions/revolution.extension.video.min.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/js/extensions/revolution.extension.video.min.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:14	4351/4351	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e384019-10ff%22	http://megaone.themesindustry.com/personal/js/map.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/js/map.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:20	3602/3602	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e384019-e12%22	http://megaone.themesindustry.com/personal/js/script.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/js/script.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:21	17454/17454	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e384019-442e%22	http://megaone.themesindustry.com/personal/js/page-transition.js	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/js/page-transition.js	(from http://megaone.themesindustry.com/index-personal.html)
17:04:22	73936/73936	---M--	200	added ('OK')	text/html	etag:%22120d0-59dadd16234e7%22	http://megaone.themesindustry.com/vendor/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-brands-400.html	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:26	455813/455813	---M--	200	added ('OK')	image/png	etag:%225e384019-6f485%22	http://megaone.themesindustry.com/personal/img/girl.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/girl.png	(from http://megaone.themesindustry.com/index-personal.html)
17:04:38	86736/86736	---M--	200	added ('OK')	font/woff	etag:%225e38402f-152d0%22	http://megaone.themesindustry.com/vendor/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-brands-400.woff	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:48	134000/134000	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e38402f-20b70%22	http://megaone.themesindustry.com/vendor/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-brands-400.eot	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:48	746208/746208	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e38402f-b62e0%22	http://megaone.themesindustry.com/vendor/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-brands-400.svg	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:49	14868/14868	---M--	200	added ('OK')	text/html	etag:%223a14-59dadd16263c7%22	http://megaone.themesindustry.com/vendor/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-regular-400.html	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:50	134000/134000	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e38402f-20b70%22	http://megaone.themesindustry.com/vendor/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-brands-400d41d.eot	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:53	133764/133764	---M--	200	added ('OK')	application/octet-stream	etag:%225e38402f-20a84%22	http://megaone.themesindustry.com/vendor/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-brands-400.ttf	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:53	18164/18164	---M--	200	added ('OK')	font/woff	etag:%225e38402f-46f4%22	http://megaone.themesindustry.com/vendor/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-regular-400.woff	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:57	40308/40308	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e38402f-9d74%22	http://megaone.themesindustry.com/vendor/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-regular-400.eot	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:57	139825/139825	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e38402f-22231%22	http://megaone.themesindustry.com/vendor/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-regular-400.svg	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:57	40308/40308	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e38402f-9d74%22	http://megaone.themesindustry.com/vendor/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-regular-400d41d.eot	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:04:59	79072/79072	---M--	200	added ('OK')	text/html	etag:%22134e0-59dadd162e0c7%22	http://megaone.themesindustry.com/vendor/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-solid-900.html	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:05:02	40080/40080	---M--	200	added ('OK')	application/octet-stream	etag:%225e38402f-9c90%22	http://megaone.themesindustry.com/vendor/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-regular-400.ttf	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:05:17	102120/102120	---M--	200	added ('OK')	font/woff	etag:%225e38402f-18ee8%22	http://megaone.themesindustry.com/vendor/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-solid-900.woff	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:05:25	793607/793607	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e38402f-c1c07%22	http://megaone.themesindustry.com/vendor/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-solid-900.svg	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:05:36	208828/208828	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e38402f-32fbc%22	http://megaone.themesindustry.com/vendor/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-solid-900.eot	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:05:37	208828/208828	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e38402f-32fbc%22	http://megaone.themesindustry.com/vendor/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-solid-900d41d.eot	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:05:40	208608/208608	---M--	200	added ('OK')	application/octet-stream	etag:%225e38402f-32ee0%22	http://megaone.themesindustry.com/vendor/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/fa-solid-900.ttf	(from http://megaone.themesindustry.com/vendor/css/bundle.min.css)
17:05:44	573011/573011	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e38402f-8be53%22	http://megaone.themesindustry.com/vendor/fonts/LineIcons.svg?y2l643	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/LineIcons5594.svg	(from http://megaone.themesindustry.com/vendor/css/LineIcons.min.css)
17:05:46	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e38402f-2f68%22	http://megaone.themesindustry.com/vendor/fonts/revicons.eot?5510888	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/revicons90c6.eot	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:47	232/232	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:47%20GMT	http://megaone.themesindustry.com/vendor/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/revicons/revicons90c6.eot	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:48	233/233	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:48%20GMT	http://megaone.themesindustry.com/vendor/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/revicons/revicons90c6.woff	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:48	232/232	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:48%20GMT	http://megaone.themesindustry.com/vendor/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/revicons/revicons90c6.ttf	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:49	232/232	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:49%20GMT	http://megaone.themesindustry.com/vendor/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/revicons/revicons90c6.svg	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:49	221/221	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:49%20GMT	http://megaone.themesindustry.com/vendor/css/openhand.cur	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/css/openhand.cur	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:50	223/223	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:50%20GMT	http://megaone.themesindustry.com/vendor/css/closedhand.cur	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/css/closedhand.cur	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:50	147388/147388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e38402f-23fbc%22	http://megaone.themesindustry.com/vendor/fonts/LineIcons.eot?y2l643	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/LineIcons5594.eot	(from http://megaone.themesindustry.com/vendor/css/LineIcons.min.css)
17:05:50	224/224	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:50%20GMT	http://megaone.themesindustry.com/vendor/assets/gridtile.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/assets/gridtile.png	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:50	230/230	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:50%20GMT	http://megaone.themesindustry.com/vendor/assets/gridtile_white.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/assets/gridtile_white.png	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:51	228/228	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:50%20GMT	http://megaone.themesindustry.com/vendor/assets/gridtile_3x3.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/assets/gridtile_3x3.png	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:51	234/234	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:51%20GMT	http://megaone.themesindustry.com/vendor/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/assets/gridtile_3x3_white.png	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:51	225/225	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:51%20GMT	http://megaone.themesindustry.com/vendor/assets/coloredbg.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/assets/coloredbg.png	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:51	222/222	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:51%20GMT	http://megaone.themesindustry.com/vendor/assets/loader.gif	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/assets/loader.gif	(from http://megaone.themesindustry.com/vendor/css/revolution-settings.min.css)
17:05:52	227/227	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jun%202020%2011:35:52%20GMT	http://megaone.themesindustry.com/vendor/css/owl.video.play.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/css/owl.video.play.png	(from http://megaone.themesindustry.com/vendor/css/owl.carousel.min.css)
17:05:54	8717/8717	---M--	200	added ('OK')	image/png	etag:%225e38402f-220d%22	http://megaone.themesindustry.com/vendor/img/cbp-sprite.png	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/img/cbp-sprite.png	(from http://megaone.themesindustry.com/vendor/css/cubeportfolio.min.css)
17:05:59	147216/147216	---M--	200	added ('OK')	application/octet-stream	etag:%225e38402f-23f10%22	http://megaone.themesindustry.com/vendor/fonts/LineIcons.ttf?y2l643	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/LineIcons5594.ttf	(from http://megaone.themesindustry.com/vendor/css/LineIcons.min.css)
17:05:59	147292/147292	---M--	200	added ('OK')	font/woff	etag:%225e38402f-23f5c%22	http://megaone.themesindustry.com/vendor/fonts/LineIcons.woff?y2l643	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/vendor/fonts/LineIcons5594.woff	(from http://megaone.themesindustry.com/vendor/css/LineIcons.min.css)
17:06:14	394671/394671	---M--	200	added ('OK')	image/jpeg	etag:%225e384019-605af%22	http://megaone.themesindustry.com/personal/img/map.jpg	C:/My%20Web%20Sites/protfolio/megaone.themesindustry.com/personal/img/map.jpg	(from http://megaone.themesindustry.com/personal/css/style.css)
